question,response,label
what is your favorite animal?,elephant,animal
what is your favorite animal?,buffalo,animal
what do you like to eat?,carrot,food
what do you like to eat?,pizza-margherita-baked,food
what do you like to eat?,mayonnaise,food
what do you like to eat?,apple,food
what is your name?,harini,name
what do you like to eat?,tea,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,hare,animal
what is your name?,shlok,name
what do you like to eat?,mixed-nuts,food
what do you like to eat?,zucchini,food
what is your favorite color?,tea rose,color
what is your name?,saawani,name
what is your name?,dhananjay,name
what is your name?,imaad,name
what is your name?,apurwa,name
what do you like to eat?,gruyere,food
what do you like to eat?,ham-raw,food
what is your name?,ulagarasan,name
what do you like to eat?,tea,food
what is your name?,gunasekaran,name
what do you like to eat?,tomato,food
what do you like to eat?,onion,food
what do you like to eat?,butter,food
what is your favorite animal?,frigatebird,animal
what is your name?,bhumika,name
what do you like to eat?,banana,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,carrot,food
what is your name?,laith,name
what do you like to eat?,croissant,food
what is your favorite color?,bittersweet shimmer,color
what is your name?,devina,name
what is your favorite animal?,clam,animal
what do you like to eat?,hard-cheese,food
what do you like to eat?,gruyere,food
what is your favorite color?,fern green,color
what do you like to eat?,rice,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,squirrel,animal
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,banana,food
what do you like to eat?,subhashis,invalid
what do you like to eat?,strawberries,food
what do you like to eat?,cheese,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,coffee-with-caffeine,food
what is your name?,shubh,name
what is your name?,jeyahar,name
what is your favorite animal?,african,animal
what is your favorite animal?,canid,animal
what is your favorite color?,banana,invalid
what do you like to eat?,tomato,food
what do you like to eat?,tea,food
what is your favorite color?,maya blue,color
what do you like to eat?,pizza-margherita-baked,food
what do you like to eat?,potatoes-steamed,food
what do you like to eat?,hawk,invalid
what is your favorite animal?,jellyfish,animal
what is your favorite animal?,jellyfish,animal
what is your favorite animal?,snail,animal
what is your favorite animal?,faced,animal
what is your favorite animal?,tuatara,animal
what is your favorite color?,pekingese,invalid
what is your favorite color?,viridian,color
what is your favorite animal?,cattle,animal
what is your favorite animal?,penguin,animal
what do you like to eat?,nadeshiko pink,invalid
what do you like to eat?,egg,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,retriever,animal
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,potatoes-steamed,food
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,leaf-spinach,food
what do you like to eat?,wine-red,food
what is your favorite animal?,elk,animal
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,tea-green,food
what is your favorite animal?,pygmy,animal
what do you like to eat?,tomato,food
what is your name?,chaitya,name
what is your favorite animal?,canary,animal
what do you like to eat?,lauki ki subji,food
what is your name?,priyakanta,name
what do you like to eat?,bread-sourdough,food
what is your favorite animal?,red,animal
what is your favorite animal?,cucumber,invalid
what is your favorite animal?,lowland,animal
what do you like to eat?,cheese,food
what is your favorite animal?,chinook,animal
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,jam,food
what do you like to eat?,almonds,food
what is your name?,shilpi,name
what is your favorite animal?,tiger,animal
what do you like to eat?,bread-sourdough,food
what do you like to eat?,tomato,food
what is your favorite color?,kuzhi paniyaram,invalid
what is your name?,souvik,name
what do you like to eat?,tea-green,food
what do you like to eat?,coral,invalid
what is your favorite animal?,swiss,animal
what do you like to eat?,water-mineral,food
what is your favorite color?,safety orange,color
what is your name?,tanishta,name
what do you like to eat?,coffee-with-caffeine,food
what is your name?,sabareesh,name
what is your name?,sreelakshmi,name
what is your name?,bibhuti,name
what is your name?,nilima,name
what do you like to eat?,tea,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,whale,animal
what do you like to eat?,strawberries,food
what do you like to eat?,cucumber,food
what do you like to eat?,butter,food
what do you like to eat?,soft-cheese,food
what is your favorite animal?,bracke,animal
what is your favorite animal?,stork,animal
what do you like to eat?,parmesan,food
what is your favorite animal?,crow,animal
what do you like to eat?,beer,food
what is your favorite animal?,ray,animal
what is your favorite animal?,impala,animal
what is your favorite animal?,scorpion,animal
what is your favorite animal?,rocket,animal
what do you like to eat?,wine-red,food
what is your favorite animal?,carrot,invalid
what is your favorite animal?,border,animal
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,apple,food
what is your favorite animal?,spoonbill,animal
what is your name?,neharika,name
what is your favorite animal?,spiny,animal
what is your name?,yarah,name
what do you like to eat?,tea-green,food
what is your favorite animal?,owl,animal
what is your favorite animal?,pig,animal
what do you like to eat?,banana,food
what is your favorite animal?,penguin,animal
what is your name?,dwijaa,name
what is your favorite animal?,cattle,animal
what do you like to eat?,honey,food
what is your name?,indebir,name
what do you like to eat?,biscuits,food
what is your name?,nishchay,name
what do you like to eat?,butter,food
what is your name?,surjeet,name
what is your name?,hira,name
what is your favorite animal?,perch,animal
what is your favorite animal?,tortoise,animal
what is your favorite animal?,emperor,animal
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,collie,invalid
what is your favorite animal?,woodpecker,animal
what do you like to eat?,mixed-vegetables,food
what do you like to eat?,tomato-sauce,food
what is your favorite color?,sunburnt cyclops,color
what is your favorite color?,smokey topaz,color
what is your favorite animal?,galapagos,animal
what is your favorite animal?,gorilla,animal
what do you like to eat?,apple,food
what is your favorite animal?,snake,animal
what do you like to eat?,hard-cheese,food
what do you like to eat?,carrot,food
what do you like to eat?,wine-white,food
what is your favorite animal?,ibizan,animal
what do you like to eat?,tea,food
what is your name?,ajith,name
what is your name?,siya,name
what do you like to eat?,zucchini,food
what is your name?,antique white,invalid
what is your favorite color?,carolina blue,color
what do you like to eat?,bread-whole-wheat,food
what do you like to eat?,mandarine,food
what do you like to eat?,carrot,food
what do you like to eat?,broccoli,food
what do you like to eat?,tomato,food
what is your name?,saumya,name
what is your name?,anwar,name
what do you like to eat?,beer,food
what do you like to eat?,banana,food
what do you like to eat?,hard-cheese,food
what is your favorite animal?,bactrian,animal
what do you like to eat?,chips-french-fries,food
what do you like to eat?,carrot,food
what is your name?,prajeeth,name
what is your name?,bhavika,name
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite color?,pink lavender,color
what do you like to eat?,coffee-with-caffeine,food
what is your name?,jahanvi,name
what is your name?,areeba,name
what do you like to eat?,apple,food
what do you like to eat?,banana,food
what is your name?,mahua,name
what is your name?,anushka,name
what is your favorite animal?,rainbow,animal
what do you like to eat?,rice,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,hard-cheese,food
what do you like to eat?,hard-cheese,food
what do you like to eat?,cucumber,food
what do you like to eat?,croissant,food
what is your favorite color?,cherry,color
what do you like to eat?,wine-white,food
what do you like to eat?,tea,food
what is your favorite animal?,whippet,animal
what do you like to eat?,tomato,food
what is your name?,juhi,name
what is your name?,niteesh,name
what is your name?,sanjana,name
what do you like to eat?,mayonnaise,food
what do you like to eat?,boisson-au-glucose-50g,food
what is your favorite color?,cherry blossom pink,color
what do you like to eat?,coffee-with-caffeine,food
what is your favorite animal?,edible,animal
what do you like to eat?,mixed-vegetables,food
what is your name?,neetika,name
what do you like to eat?,beer,food
what is your name?,shubhanshi,name
what is your favorite animal?,lowland,animal
what is your favorite animal?,antelope,animal
what is your favorite animal?,brazilian,animal
what is your name?,uthman,name
what do you like to eat?,banana,food
what is your favorite animal?,tiger,animal
what do you like to eat?,leaf-spinach,food
what do you like to eat?,cucumber,food
what is your name?,rampratap,name
what do you like to eat?,dum aloo,food
what is your favorite color?,dark spring green,color
what do you like to eat?,egg,food
what do you like to eat?,fairy,invalid
what do you like to eat?,tomato,food
what is your favorite color?,peach puff,color
what do you like to eat?,cucumber,food
what is your favorite animal?,bread-wholemeal,invalid
what is your name?,ovya,name
what do you like to eat?,potatoes-steamed,food
what is your favorite animal?,donkey,animal
what do you like to eat?,sweet-pepper,food
what is your name?,dwarf,invalid
what do you like to eat?,tomato,food
what do you like to eat?,dark-chocolate,food
what is your name?,tomato,invalid
what is your name?,yusuf,name
what is your name?,goswami,name
what is your favorite color?,baldeagle,invalid
what do you like to eat?,bread-wholemeal,food
what is your favorite animal?,royal,animal
what do you like to eat?,chicken,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,krill,animal
what is your name?,butter,invalid
what is your name?,yunus,name
what do you like to eat?,cheese,food
what do you like to eat?,water-mineral,food
what do you like to eat?,foxhound,invalid
what is your name?,utpal,name
what do you like to eat?,rice,food
what is your name?,gold (metallic),invalid
what is your favorite color?,pale red-violet,color
what do you like to eat?,bread-sourdough,food
what is your name?,coffee-with-caffeine,invalid
what is your favorite animal?,armadillo,animal
what do you like to eat?,tomato,food
what do you like to eat?,rice,food
what do you like to eat?,water-mineral,food
what do you like to eat?,coffee-with-caffeine,food
what is your favorite color?,persimmon,color
what do you like to eat?,apple,food
what is your favorite color?,sky magenta,color
what do you like to eat?,butter,food
what is your favorite animal?,tuatara,animal
what do you like to eat?,chips-french-fries,food
what is your name?,palata,name
what is your favorite animal?,snail,animal
what is your favorite animal?,akbash,animal
what do you like to eat?,egg,food
what is your favorite color?,meat brown,color
what do you like to eat?,bread-wholemeal,food
what is your favorite color?,sunset,color
what is your favorite animal?,hedgehog,animal
what is your favorite color?,pale violet,color
what is your favorite animal?,ape,animal
what do you like to eat?,biscuits,food
what do you like to eat?,wine-red,food
what do you like to eat?,banana,food
what do you like to eat?,bread-wholemeal,food
what is your favorite color?,begonia,color
what do you like to eat?,carrot,food
what do you like to eat?,mixed-vegetables,food
what do you like to eat?,parmesan,food
what do you like to eat?,apple,food
what is your favorite animal?,blue,animal
what do you like to eat?,chicken,food
what do you like to eat?,apple,food
what is your favorite color?,bread-wholemeal,invalid
what do you like to eat?,avocado,food
what do you like to eat?,pizza-margherita-baked,food
what do you like to eat?,wine-red,food
what is your favorite animal?,bulldog,animal
what is your name?,wamika,name
what do you like to eat?,butter,food
what is your name?,robin,name
what is your favorite animal?,giant,animal
what is your favorite color?,electric violet,color
what is your favorite animal?,hyena,animal
what do you like to eat?,chips-french-fries,food
what do you like to eat?,banana,food
what is your favorite animal?,cat,animal
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,boisson-au-glucose-50g,food
what do you like to eat?,croissant,food
what do you like to eat?,jam,food
what do you like to eat?,pizza-margherita-baked,food
what is your name?,ekachakra,name
what do you like to eat?,sauce-savoury,food
what is your favorite animal?,kite,animal
what do you like to eat?,wine-red,food
what is your favorite animal?,beaver,animal
what is your name?,manu,name
what do you like to eat?,tomato,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,carrot,food
what do you like to eat?,corn,food
what do you like to eat?,mixed-vegetables,food
what do you like to eat?,strawberries,food
what do you like to eat?,potatoes-steamed,food
what is your name?,meethun,name
what do you like to eat?,rice,food
what is your favorite animal?,west,animal
what is your name?,machhan,name
what is your favorite animal?,terrier,animal
what is your name?,aamra,name
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,strawberries,food
what do you like to eat?,pizza-margherita-baked,food
what do you like to eat?,broccoli,food
what is your name?,kausar,name
what is your favorite animal?,airedale,animal
what do you like to eat?,salami,food
what is your favorite animal?,fox,animal
what is your favorite animal?,fox,animal
what is your name?,shiv,name
what do you like to eat?,jam,food
what do you like to eat?,almonds,food
what do you like to eat?,mixed-vegetables,food
what is your name?,shoaib,name
what do you like to eat?,leaf-spinach,food
what is your name?,fatima,name
what do you like to eat?,pizza-margherita-baked,food
what is your favorite animal?,pademelon,animal
what is your favorite animal?,coral,animal
what is your name?,munjal,name
what do you like to eat?,gruyere,food
what do you like to eat?,cucumber,food
what do you like to eat?,pasta-spaghetti,food
what do you like to eat?,tomato,food
what is your name?,rishika,name
what is your favorite animal?,bat,animal
what do you like to eat?,tea,food
what is your favorite color?,metallic seaweed,color
what do you like to eat?,onion,food
what is your name?,abhinandan,name
what do you like to eat?,honey,food
what do you like to eat?,carrot,food
what is your favorite animal?,eel,animal
what do you like to eat?,butter,food
what is your favorite color?,blond,color
what do you like to eat?,tomato,food
what is your favorite animal?,mountain,animal
what do you like to eat?,mandarine,food
what do you like to eat?,croissant,food
what do you like to eat?,bread-wholemeal,food
what is your favorite animal?,vampire,animal
what is your name?,satvik,name
what is your favorite animal?,tomato,invalid
what do you like to eat?,bread-wholemeal,food
what is your favorite color?,honeydew,color
what is your favorite color?,bread-wholemeal,invalid
what is your name?,kaustav,name
what do you like to eat?,strawberries,food
what is your favorite animal?,hawk,animal
what is your name?,ptarmigan,invalid
what do you like to eat?,banana,food
what do you like to eat?,tomato-sauce,food
what do you like to eat?,salad-leaf-salad-green,food
what is your name?,kushal,name
what do you like to eat?,zucchini,food
what do you like to eat?,pasta-spaghetti,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,deutsche,animal
what do you like to eat?,sweet-pepper,food
what is your name?,spitz,invalid
what is your favorite color?,medium carmine,color
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,cheese,food
what do you like to eat?,kakinada khaja,food
what do you like to eat?,chips-french-fries,food
what is your favorite animal?,silver,animal
what is your name?,karamjot,name
what is your favorite animal?,flounder,animal
what do you like to eat?,cheese,food
what do you like to eat?,wine-red,food
what do you like to eat?,potatoes-steamed,food
what is your name?,soubhagya,name
what do you like to eat?,golden,invalid
what do you like to eat?,salami,food
what do you like to eat?,apple,food
what is your name?,bhavna,name
what is your name?,vikram,name
what is your favorite animal?,pony,animal
what do you like to eat?,butter,food
what do you like to eat?,broccoli,food
what do you like to eat?,wine-white,food
what is your favorite animal?,blue,animal
what do you like to eat?,sohan halwa,food
what is your favorite color?,light cobalt blue,color
what do you like to eat?,parmesan,food
what is your favorite animal?,tortoise,animal
what do you like to eat?,tomato-sauce,food
what do you like to eat?,hard-cheese,food
what is your favorite animal?,angelfish,animal
what is your name?,iravaj,name
what do you like to eat?,tomato,food
what do you like to eat?,tomato,food
what is your name?,motilal,name
what is your name?,tomato-sauce,invalid
what is your favorite color?,dark pink,color
what is your favorite animal?,squid,animal
what is your favorite color?,big foot feet,color
what is your favorite color?,lumber,color
what is your name?,neha,name
what is your favorite animal?,dogo,animal
what do you like to eat?,rice,food
what is your favorite color?,cheese,invalid
what is your favorite animal?,white,animal
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,wine-red,food
what is your name?,wine-red,invalid
what do you like to eat?,mandarine,food
what do you like to eat?,biscuits,food
what do you like to eat?,banana,food
what is your name?,sethuramani,name
what is your favorite animal?,slug,animal
what do you like to eat?,pasta-spaghetti,food
what do you like to eat?,tomato,food
what do you like to eat?,butter,food
what is your favorite color?,coffee-with-caffeine,invalid
what is your name?,sona,name
what is your favorite color?,bistre,color
what do you like to eat?,cheese,food
what do you like to eat?,avocado,food
what do you like to eat?,cheese,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,mandarine,food
what is your name?,vedhika,name
what is your favorite animal?,adelie,animal
what is your favorite animal?,ostrich,animal
what do you like to eat?,gruyere,food
what is your name?,omkant,name
what do you like to eat?,cucumber,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,armadillo,invalid
what do you like to eat?,dark-chocolate,food
what is your favorite animal?,swordfish,animal
what is your name?,devadathan,name
what do you like to eat?,jam,food
what is your name?,jivathran,name
what do you like to eat?,leaf-spinach,food
what do you like to eat?,tea,food
what do you like to eat?,water-mineral,food
what is your name?,jenamani,name
what do you like to eat?,tomato,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,bird,invalid
what is your favorite animal?,rockhopper,animal
what is your name?,kunal,name
what do you like to eat?,egg,food
what do you like to eat?,jam,food
what is your name?,ruan,name
what is your favorite animal?,butter,invalid
what is your name?,udbhav,name
what is your name?,thillaivanan,name
what is your favorite animal?,cat,animal
what do you like to eat?,mayonnaise,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,bread-wholemeal,food
what is your favorite color?,dark purple,color
what do you like to eat?,sweet-pepper,food
what is your favorite animal?,cat,animal
what is your favorite color?,light salmon,color
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite color?,coquelicot,color
what is your favorite color?,aqua,color
what is your favorite color?,pale spring bud,color
what is your favorite animal?,polar,animal
what is your name?,chintan,name
what is your favorite animal?,pit,animal
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,biscuits,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,cucumber,food
what is your name?,livdeep,name
what is your favorite color?,solid pink,color
what is your favorite animal?,white,animal
what do you like to eat?,boisson-au-glucose-50g,food
what do you like to eat?,uttam,invalid
what do you like to eat?,butter,food
what do you like to eat?,tomato-sauce,food
what do you like to eat?,boisson-au-glucose-50g,food
what do you like to eat?,apple,food
what do you like to eat?,mixed-nuts,food
what do you like to eat?,bread-wholemeal,food
what is your name?,whale,invalid
what do you like to eat?,banana,food
what do you like to eat?,broccoli,food
what do you like to eat?,pasta-spaghetti,food
what is your name?,jami,name
what is your name?,romila,name
what is your name?,lakshya,name
what is your favorite animal?,coffee-with-caffeine,invalid
what do you like to eat?,pasta-spaghetti,food
what is your favorite color?,imperial red,color
what is your favorite animal?,sumatran,animal
what do you like to eat?,mandarine,food
what is your name?,hajira,name
what do you like to eat?,chicken,food
what is your favorite color?,maastricht blue,color
what do you like to eat?,tomato,food
what do you like to eat?,egg,food
what is your favorite animal?,thorny,animal
what do you like to eat?,chips-french-fries,food
what is your name?,faizan,name
what is your favorite animal?,bat,animal
what do you like to eat?,tomato,food
what do you like to eat?,beer,food
what do you like to eat?,wine-white,food
what is your name?,anvit,name
what is your favorite animal?,woolly,animal
what do you like to eat?,wine-red,food
what do you like to eat?,coffee-with-caffeine,food
what is your name?,siddharth,name
what do you like to eat?,banana,food
what do you like to eat?,poornalu,food
what do you like to eat?,bread-wholemeal,food
what is your name?,putta,name
what is your favorite color?,dark red,color
what is your favorite color?,magenta (pantone),color
what is your favorite color?,coconut,color
what do you like to eat?,mixed-nuts,food
what do you like to eat?,hard-cheese,food
what do you like to eat?,gruyere,food
what do you like to eat?,parmesan,food
what is your favorite animal?,tree,animal
what is your name?,pallavi,name
what is your favorite animal?,zebu,animal
what is your favorite animal?,catfish,animal
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,ham-raw,food
what is your name?,aahana,name
what do you like to eat?,zucchini,food
what is your name?,jaskaran,name
what is your favorite color?,la salle green,color
what do you like to eat?,hard-cheese,food
what is your favorite animal?,pike,animal
what is your name?,devendra,name
what is your name?,mahadev,name
what is your favorite color?,tomato,invalid
what is your name?,saudamini,name
what is your favorite color?,wageningen green,color
what is your favorite animal?,whale,animal
what is your favorite animal?,tiger,animal
what is your favorite animal?,coonhound,animal
what is your favorite animal?,rat,animal
what do you like to eat?,bread-wholemeal,food
what is your favorite color?,medium champagne,color
what is your favorite animal?,anteater,animal
what is your name?,kavan,name
what do you like to eat?,mandarine,food
what is your favorite animal?,domestic,animal
what is your favorite animal?,toad,animal
what do you like to eat?,butter,food
what do you like to eat?,tomato,food
what do you like to eat?,wine-red,food
what do you like to eat?,tomato,food
what do you like to eat?,layth,invalid
what do you like to eat?,carrot,food
what do you like to eat?,honey,food
what is your name?,prayadarshi,name
what is your favorite animal?,siamese,animal
what is your name?,aarya,name
what do you like to eat?,gruyere,food
what do you like to eat?,coffee-with-caffeine,food
what is your favorite animal?,black,animal
what do you like to eat?,dudhi halwa,food
what is your name?,harmeet,name
what do you like to eat?,strawberries,food
what do you like to eat?,tomato,food
what is your favorite animal?,retriever,animal
what is your name?,crab-eating,invalid
what do you like to eat?,carrot,food
what is your favorite animal?,alaskan,animal
what do you like to eat?,wine-red,food
what do you like to eat?,potatoes-steamed,food
what is your name?,meet,name
what is your favorite animal?,raven,animal
what is your favorite animal?,shepherd,animal
what is your favorite color?,rusty red,color
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,tomato-sauce,food
what is your favorite animal?,squirt,animal
what is your favorite color?,star command blue,color
what is your favorite animal?,fish,animal
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,apple,food
what do you like to eat?,carrot,food
what do you like to eat?,cucumber,food
what do you like to eat?,coffee-with-caffeine,food
what is your favorite color?,deep moss green,color
what do you like to eat?,biscuits,food
what do you like to eat?,coffee-with-caffeine,food
what is your favorite color?,grape,color
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,cricket,animal
what is your name?,rupeshwary,name
what is your favorite animal?,vanshika,invalid
what is your name?,farhan,name
what is your favorite color?,pastel violet,color
what is your favorite animal?,staffordshire,animal
what is your favorite animal?,cattle,animal
what do you like to eat?,potatoes-steamed,food
what is your favorite color?,salad-leaf-salad-green,invalid
what is your favorite animal?,lizard,animal
what is your favorite animal?,caterpillar,animal
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,bread-wholemeal,food
what is your favorite color?,liseran purple,color
what is your favorite animal?,raspberry rose,invalid
what do you like to eat?,egg,food
what is your favorite animal?,llama,animal
what do you like to eat?,jam,food
what is your name?,swan,invalid
what do you like to eat?,pizza-margherita-baked,food
what is your favorite animal?,whale,animal
what do you like to eat?,tomato,food
what is your favorite animal?,orang-utan,animal
what is your favorite color?,amaranth deep purple,color
what do you like to eat?,mixed-nuts,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite animal?,emu,animal
what do you like to eat?,jam,food
what is your name?,wakeeta,name
what is your favorite animal?,duck,animal
what do you like to eat?,carrot,food
what do you like to eat?,bread-wholemeal,food
what is your favorite animal?,lion,animal
what do you like to eat?,wine-red,food
what do you like to eat?,cheese,food
what is your favorite animal?,pug,animal
what do you like to eat?,banana,food
what is your favorite animal?,french,animal
what is your favorite animal?,frog,animal
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,jam,food
what is your name?,aarushi,name
what is your name?,bearded,invalid
what is your favorite animal?,panda,animal
what do you like to eat?,tomato,food
what do you like to eat?,pizza-margherita-baked,food
what is your name?,bishakha,name
what is your name?,purav,name
what is your favorite animal?,african,animal
what is your favorite animal?,guppy,animal
what is your favorite animal?,civet,animal
what is your favorite animal?,panther,animal
what do you like to eat?,chips-french-fries,food
what is your name?,bhavesh,name
what do you like to eat?,wine-white,food
what do you like to eat?,chips-french-fries,food
what is your favorite animal?,tiffany,animal
what is your favorite animal?,retriever,animal
what do you like to eat?,bread-wholemeal,food
what is your name?,kirandeep,name
what do you like to eat?,carrot,food
what is your name?,akshita,name
what do you like to eat?,tea,food
what is your favorite animal?,goose,animal
what do you like to eat?,carrot,food
what do you like to eat?,pasta-spaghetti,food
what do you like to eat?,leaf-spinach,food
what do you like to eat?,mixed-vegetables,food
what is your favorite color?,sizzling red,color
what is your favorite color?,cameo pink,color
what do you like to eat?,potatoes-steamed,food
what is your favorite color?,deep green,color
what is your favorite animal?,shih,animal
what do you like to eat?,tomato,food
what is your favorite color?,maroon (crayola),color
what do you like to eat?,tea,food
what is your name?,zansi,name
what is your favorite animal?,horse,animal
what do you like to eat?,egg,food
what do you like to eat?,bread-sourdough,food
what is your name?,nawaz,name
what is your name?,zucchini,invalid
what do you like to eat?,sweet-pepper,food
what is your favorite animal?,cuttlefish,animal
what do you like to eat?,apple,food
what is your favorite color?,popstar,color
what is your favorite animal?,pinscher,animal
what is your name?,rohit,name
what do you like to eat?,leaf-spinach,food
what is your name?,butter,invalid
what is your favorite animal?,dark chestnut,invalid
what is your favorite animal?,sea,animal
what is your favorite animal?,crab,animal
what do you like to eat?,pizza-margherita-baked,food
what do you like to eat?,apple,food
what is your favorite animal?,bee,animal
what is your name?,kavyansh,name
what do you like to eat?,beer,food
what do you like to eat?,bread-wholemeal,food
what is your favorite animal?,cassowary,animal
what is your favorite animal?,palm,animal
what is your favorite animal?,carrot,invalid
what is your favorite animal?,english,animal
what is your favorite animal?,penguin,animal
what is your name?,pinniped,invalid
what is your name?,shaarad,name
what is your favorite animal?,silkmoth,animal
what is your name?,rupali,name
what is your favorite animal?,whale,animal
what is your favorite color?,tea-green,invalid
what do you like to eat?,wine-red,food
what do you like to eat?,apple,food
what do you like to eat?,banana,food
what do you like to eat?,butter,food
what do you like to eat?,chicken,food
what is your name?,siddhesh,name
what do you like to eat?,rice,food
what is your favorite animal?,tamarin,animal
what is your name?,manvik,name
what do you like to eat?,butter,food
what do you like to eat?,pasta-spaghetti,food
what do you like to eat?,egg,food
what is your favorite color?,slate gray,color
what is your favorite animal?,silver,animal
what is your name?,harsha,name
what do you like to eat?,salad-leaf-salad-green,food
what is your favorite color?,eminence,color
what is your name?,pratham,name
what do you like to eat?,potatoes-steamed,food
what is your favorite animal?,pelican,animal
what is your name?,inderpreet,name
what is your name?,shayak,name
what do you like to eat?,masor koni,food
what do you like to eat?,yellow (munsell),invalid
what is your favorite animal?,fowl,animal
what is your favorite color?,royal purple,color
what is your name?,jaipreet,name
what do you like to eat?,egg,food
what is your name?,shyla,name
what do you like to eat?,salad-leaf-salad-green,food
what is your name?,shubho,name
what is your favorite animal?,harrier,animal
what is your favorite color?,mixed-vegetables,invalid
what is your favorite animal?,dragonfly,animal
what do you like to eat?,zucchini,food
what do you like to eat?,dark-chocolate,food
what is your favorite color?,outer space,color
what do you like to eat?,bread-wholemeal,food
what is your favorite animal?,mongrel,animal
what is your favorite color?,orange (ryb),color
what is your favorite animal?,rhinoceros,animal
what do you like to eat?,tomato,food
what do you like to eat?,mixed-nuts,food
what is your favorite animal?,atomic tangerine,invalid
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,hard-cheese,food
what do you like to eat?,leaf-spinach,food
what do you like to eat?,carrot,food
what do you like to eat?,strawberries,food
what is your name?,ekaparnika,name
what is your name?,chaitanya,name
what do you like to eat?,apple,food
what is your favorite animal?,maine,animal
what do you like to eat?,ham-raw,food
what do you like to eat?,tomato,food
what do you like to eat?,sweet-pepper,food
what is your name?,taniska,name
what is your name?,hershit,name
what do you like to eat?,croissant,food
what is your favorite animal?,cougar,animal
what do you like to eat?,chips-french-fries,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,rice,food
what do you like to eat?,corn,food
what is your name?,american,invalid
what do you like to eat?,coffee-with-caffeine,food
what is your name?,oni,name
what do you like to eat?,mandarine,food
what is your name?,pradosh,name
what is your favorite color?,medium violet-red,color
what do you like to eat?,tomato,food
what is your favorite animal?,spitz,animal
what is your name?,ojas,name
what do you like to eat?,parmesan,food
what is your favorite animal?,hummingbird,animal
what is your favorite animal?,peacock,animal
what do you like to eat?,strawberries,food
what do you like to eat?,bread-wholemeal,food
what do you like to eat?,sabudana khichadi,food
what is your name?,vaishnavi,name
what do you like to eat?,zucchini,food
what do you like to eat?,carrot,food
what do you like to eat?,biscuits,food
what do you like to eat?,jam,food
what do you like to eat?,salad-leaf-salad-green,food
what do you like to eat?,parmesan,food
what is your name?,yashwant,name
what do you like to eat?,wine-red,food
what is your favorite color?,grizzly,color
what do you like to eat?,mandarine,food
what is your favorite animal?,salmon,animal
what is your favorite color?,desert,color
what is your favorite animal?,shepherd,animal
what do you like to eat?,tomato,food
what is your favorite animal?,octopus,animal
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,coffee-with-caffeine,food
what do you like to eat?,salad-leaf-salad-green,food
what is your name?,japan,name
what do you like to eat?,wine-red,food
what do you like to eat?,salmon,food
what is your name?,guineapig,invalid
what is your name?,babli,name
what is your name?,viksya,name
what do you like to eat?,rice,food
what is your favorite animal?,guppy,animal
what do you like to eat?,bread-french-white-flour,food
what is your name?,kaiyen,name
what is your name?,ramakrishna,name
what is your name?,sita,name
what is your favorite color?,purple pizzazz,color
what do you like to eat?,tea-green,food
what is your name?,vagisha,name
